species,sal,temp,source,data_original_or_derived_from_plots_figures,location,name,value
Zeuxapta seriolae,30,19,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,time_last_hatch,10
Zeuxapta seriolae,30,19,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,hatch_success,70
Neobenedenia girellae,40,32,Brazenor and Hutson 2015,Original data files,Australia,time_1st_hatch,4
Neobenedenia girellae,40,32,Brazenor and Hutson 2015,Original data files,Australia,time_last_hatch,8
Neobenedenia girellae,40,32,Brazenor and Hutson 2015,Original data files,Australia,time_maturity,8
Neobenedenia girellae,40,32,Brazenor and Hutson 2015,Original data files,Australia,onco_longe,0.25
Neobenedenia girellae,40,32,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,70
Zeuxapta seriolae,45,19,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,time_1st_hatch,6
Zeuxapta seriolae,45,19,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,time_last_hatch,10
Zeuxapta seriolae,45,19,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,hatch_success,73
Neobenedenia girellae,40,30,Brazenor and Hutson 2015,Original data files,Australia,time_1st_hatch,4
Neobenedenia girellae,40,30,Brazenor and Hutson 2015,Original data files,Australia,time_last_hatch,6
Neobenedenia girellae,40,30,Brazenor and Hutson 2015,Original data files,Australia,time_maturity,6
Neobenedenia girellae,40,30,Brazenor and Hutson 2015,Original data files,Australia,onco_longe,0.2916666666666667
Neobenedenia girellae,40,30,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,74
Neobenedenia girellae,35,24,Brazenor and Hutson 2015,Original data files,Australia,time_1st_hatch,4
Neobenedenia girellae,35,24,Brazenor and Hutson 2015,Original data files,Australia,time_last_hatch,5
Neobenedenia girellae,35,24,Brazenor and Hutson 2015,Original data files,Australia,time_maturity,11
Neobenedenia girellae,35,24,Brazenor and Hutson 2015,Original data files,Australia,onco_longe,0.9166666666666666
Neobenedenia girellae,35,24,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,77
Neobenedenia girellae,35,32,Brazenor and Hutson 2015,Original data files,Australia,time_1st_hatch,4
Neobenedenia girellae,35,32,Brazenor and Hutson 2015,Original data files,Australia,time_last_hatch,8
Neobenedenia girellae,35,32,Brazenor and Hutson 2015,Original data files,Australia,time_maturity,6
Neobenedenia girellae,35,32,Brazenor and Hutson 2015,Original data files,Australia,onco_longe,0.3333333333333333
Neobenedenia girellae,35,32,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,77
Neobenedenia girellae,40,28,Brazenor and Hutson 2015,Original data files,Australia,time_1st_hatch,4
Neobenedenia girellae,40,28,Brazenor and Hutson 2015,Original data files,Australia,time_last_hatch,5
Neobenedenia girellae,40,28,Brazenor and Hutson 2015,Original data files,Australia,time_maturity,9
Neobenedenia girellae,40,28,Brazenor and Hutson 2015,Original data files,Australia,onco_longe,0.4166666666666667
Neobenedenia girellae,40,28,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,81
Neobenedenia girellae,35,28,Brazenor and Hutson 2015,Original data files,Australia,time_1st_hatch,4
Neobenedenia girellae,35,28,Brazenor and Hutson 2015,Original data files,Australia,time_last_hatch,5
Neobenedenia girellae,35,28,Brazenor and Hutson 2015,Original data files,Australia,time_maturity,9
Neobenedenia girellae,35,28,Brazenor and Hutson 2015,Original data files,Australia,onco_longe,0.4583333333333333
Neobenedenia girellae,35,28,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,81
Neobenedenia girellae,40,26,Brazenor and Hutson 2015,Original data files,Australia,time_1st_hatch,4
Neobenedenia girellae,40,26,Brazenor and Hutson 2015,Original data files,Australia,time_last_hatch,5
Neobenedenia girellae,40,26,Brazenor and Hutson 2015,Original data files,Australia,time_maturity,6
Neobenedenia girellae,40,26,Brazenor and Hutson 2015,Original data files,Australia,onco_longe,1.1666666666666667
Neobenedenia girellae,40,26,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,83
Neobenedenia girellae,35,26,Brazenor and Hutson 2015,Original data files,Australia,time_1st_hatch,4
Neobenedenia girellae,35,26,Brazenor and Hutson 2015,Original data files,Australia,time_last_hatch,5
Neobenedenia girellae,35,26,Brazenor and Hutson 2015,Original data files,Australia,time_maturity,7
Neobenedenia girellae,35,26,Brazenor and Hutson 2015,Original data files,Australia,onco_longe,0.7916666666666666
Neobenedenia girellae,35,26,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,91
Zeuxapta seriolae,40,22,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,time_1st_hatch,4
Zeuxapta seriolae,40,22,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,time_last_hatch,7
Zeuxapta seriolae,40,22,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,onco_longe,3.6666666666666665
Zeuxapta seriolae,40,22,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,hatch_success,92
Zeuxapta seriolae,30,22,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,time_1st_hatch,4
Zeuxapta seriolae,30,22,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,time_last_hatch,8
Zeuxapta seriolae,30,22,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,hatch_success,95
Zeuxapta seriolae,35,22,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,time_1st_hatch,4
Zeuxapta seriolae,35,22,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,time_last_hatch,7
Zeuxapta seriolae,35,22,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,hatch_success,98
Neobenedenia girellae,33,30,Hirazawa et al. 2010,Numerical from Table 1,Japan,time_maturity,6
Neobenedenia girellae,33,25,Hirazawa et al. 2010,Numerical from Table 1,Japan,time_maturity,8
Neobenedenia girellae,33,20,Hirazawa et al. 2010,Numerical from Table 1,Japan,time_maturity,13
Neobenedenia girellae,35,30,Brazenor et al. 2020,Numerical from Table 1,Australia,time_maturity,7
Neobenedenia girellae,35,30,Brazenor et al. 2020,Numerical from Table 1,Australia,onco_longe,0.3333333333333333
Neobenedenia girellae,35,25,Brazenor et al. 2020,Numerical from Table 1,Australia,time_maturity,9
Neobenedenia girellae,35,20,Brazenor et al. 2020,Numerical from Table 1,Australia,time_maturity,12
Benedenia seriolae,35,12.5,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",Data as per Table 5 in Ernst et al. 2005,Japan,time_1st_hatch,17.3
Benedenia seriolae,35,12.5,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",Data as per Table 5 in Ernst et al. 2005,Japan,time_last_hatch,20.5
Benedenia seriolae,35,15.8,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",Data as per Table 5 in Ernst et al. 2005,Japan,time_1st_hatch,11.6
Benedenia seriolae,35,15.8,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",Data as per Table 5 in Ernst et al. 2005,Japan,time_last_hatch,15.5
Benedenia seriolae,35,18.5,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",Data as per Table 5 in Ernst et al. 2005,Japan,time_1st_hatch,8.6
Benedenia seriolae,35,18.5,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",Data as per Table 5 in Ernst et al. 2005,Japan,time_last_hatch,15
Benedenia seriolae,35,21.3,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",Data as per Table 5 in Ernst et al. 2005,Japan,time_1st_hatch,6.5
Benedenia seriolae,35,21.3,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",Data as per Table 5 in Ernst et al. 2005,Japan,time_last_hatch,7.5
Benedenia seriolae,35,22,Ernst  poster (see photo),Numerical from Table in Ernst poster; Ernst raw data,Japan,time_1st_hatch,6
Benedenia seriolae,35,22,Ernst  poster (see photo),Numerical from Table in Ernst poster; Ernst raw data,Japan,time_last_hatch,7
Benedenia seriolae,35,23.9,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",Data as per Table 5 in Ernst et al. 2005,Japan,time_1st_hatch,5.2
Benedenia seriolae,35,23.9,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",Data as per Table 5 in Ernst et al. 2005,Japan,time_last_hatch,7
Benedenia seriolae,35,26,Ernst  poster (see photo),Numerical from Table in Ernst poster; Ernst raw data,Japan,time_1st_hatch,5
Benedenia seriolae,35,26,Ernst  poster (see photo),Numerical from Table in Ernst poster; Ernst raw data,Japan,time_last_hatch,7
Benedenia seriolae,35,26.9,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",Data as per Table 5 in Ernst et al. 2005,Japan,time_1st_hatch,4.1
Benedenia seriolae,35,26.9,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",Data as per Table 5 in Ernst et al. 2005,Japan,time_last_hatch,6.8
Benedenia seriolae,35,29.7,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",Data as per Table 5 in Ernst et al. 2005,Japan,time_1st_hatch,3.3
Benedenia seriolae,35,29.7,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",Data as per Table 5 in Ernst et al. 2005,Japan,time_last_hatch,3.6
Zeuxapta seriolae,40,26,A Mooney thesis,in text,Australia,time_maturity,10
Zeuxapta seriolae,40,22,A Mooney thesis,in text,Australia,time_maturity,15
Zeuxapta seriolae,40,22,A Mooney thesis,in text,Australia,onco_longe,3.6666666666666665
Zeuxapta seriolae,40,18,A Mooney thesis,in text,Australia,time_maturity,21
Zeuxapta seriolae,40,14,A Mooney thesis,in text,Australia,time_maturity,41
Zeuxapta seriolae,40,19,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,time_1st_hatch,6
Zeuxapta seriolae,40,19,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,time_last_hatch,10
Zeuxapta seriolae,40,19,Ernst  poster and A Mooney thesis (see photo),Numerical from Table in Ernst poster,Australia,onco_longe,4.083333333333333
Benedenia seriolae,41,26,Lackenby et al. 2007,page 1 in Abstract,Australia,time_maturity,14
Benedenia seriolae,41,22,Lackenby et al. 2007,page 1 in Abstract,Australia,time_maturity,16
Benedenia seriolae,41,18,Lackenby et al. 2007,page 1 in Abstract,Australia,time_maturity,24
Benedenia seriolae,41,14,Lackenby et al. 2007,page 1 in Abstract,Australia,time_maturity,41
Neobenedenia girellae,35,25,Bondad-Reantaso et al. 1998,in text,Japan,time_1st_hatch,5
Neobenedenia girellae,35,25,Bondad-Reantaso et al. 1998,in text,Japan,time_maturity,10
Benedenia seriolae,35,18,Tubbs et al. 2005,page 4 in text for time to 1st hatch; time to last hatch taken from Figure on page 5,New Zealand,time_maturity,25
Zeuxapta seriolae,35,18,Tubbs et al. 2006,in text and Figures,New Zealand,time_maturity,37
Neobenedenia girellae,35,18,Bondad-Reantaso et al. 1996,in text,Japan,time_1st_hatch,8
Neobenedenia girellae,35,20,Bondad-Reantaso et al. 1997,in text,Japan,time_1st_hatch,7
Benedenia seriolae,35,23,Kearn et al. 1992,in text,Japan,time_1st_hatch,5
Benedenia seriolae,35,25,Hirazawa 2019,Numerical from Results section,Japan,time_1st_hatch,4
Benedenia seriolae,35,25,Hirazawa 2019,Numerical from Results section,Japan,time_last_hatch,6
Neobenedenia girellae,35,25,Hirazawa 2019,Numerical from Results section,Japan,time_1st_hatch,5
Neobenedenia girellae,35,25,Hirazawa 2019,Numerical from Results section,Japan,time_last_hatch,6
Neobenedenia girellae,35,28.5,Bondad-Reantaso et al. 1999,in text,Japan,time_1st_hatch,4
Neobenedenia girellae,11,22,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,0
Neobenedenia girellae,11,24,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,0
Neobenedenia girellae,11,26,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,0
Neobenedenia girellae,11,28,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,0
Neobenedenia girellae,11,30,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,0
Neobenedenia girellae,11,32,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,0
Neobenedenia girellae,11,34,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,0
Neobenedenia girellae,22,26,Brazenor and Hutson 2015,Original data files,Australia,time_maturity,12
Neobenedenia girellae,22,26,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,0
Neobenedenia girellae,22,24,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,0
Neobenedenia girellae,22,28,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,0
Neobenedenia girellae,35,34,Brazenor and Hutson 2015,Original data files,Australia,time_maturity,12
Neobenedenia girellae,35,34,Brazenor and Hutson 2015,Original data files,Australia,onco_longe,0.2916666666666667
Neobenedenia girellae,35,34,Brazenor and Hutson 2015,Original data files,Australia,hatch_success,0
Benedenia seriolae,35,6,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",NA,NA,hatch_success,0
Benedenia seriolae,35,9.4,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",NA,NA,hatch_success,0
Benedenia seriolae,35,33.2,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",NA,NA,hatch_success,0
Benedenia seriolae,35,36.3,"Hoshina and Matsusato, 1967 same data presented in Hoshina 1968",NA,NA,hatch_success,0
